"","x1_age","x2_job","x3_marital","x4_education","x5_default","x6_housing","x7_loan","x8_contact","x9_month","x10_weekday","x11_duration","x12_campaign","x13_pdays","x14_previous","x15_poutcome","x16_empvar.rate","x17_consprice.idx","x18_consconf.idx","x19_euribor3m","x20_nr.employed","y_subscribe"
"15909",25,"blue-collar","married","basic.9y","unknown","no","no","telephone","jun","fri",11,7,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,0
"15910",32,"technician","married","professional.course","no","no","no","telephone","may","wed",546,1,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,0
"15911",37,"blue-collar","married","unknown","no","no","no","telephone","may","tue",390,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"15912",39,"admin.","married","professional.course","no","yes","yes","cellular","aug","fri",112,3,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,0
"15913",48,"admin.","married","unknown","unknown","no","no","cellular","nov","tue",319,2,999,1,"failure",-0.1,93.2,-42,4.153,5195.8,0
"15914",39,"blue-collar","married","basic.9y","unknown","no","no","cellular","may","fri",69,4,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,0
"15915",32,"technician","married","professional.course","no","yes","no","cellular","oct","wed",275,2,999,0,"nonexistent",-1.1,94.601,-49.5,0.959,4963.6,1
"15916",48,"unemployed","married","professional.course","no","no","no","cellular","may","wed",317,1,6,3,"success",-1.8,93.876,-40,0.682,5008.7,1
"15917",49,"blue-collar","married","basic.6y","no","yes","yes","cellular","aug","mon",280,3,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,0
"15918",29,"admin.","single","basic.9y","unknown","no","no","telephone","may","tue",62,4,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"15919",53,"management","single","professional.course","unknown","no","no","cellular","jul","tue",72,5,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,0
"15920",33,"management","married","university.degree","no","yes","no","cellular","aug","wed",399,2,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,0
"15921",25,"blue-collar","single","basic.9y","no","no","no","cellular","may","fri",170,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,0
"15922",44,"unknown","single","basic.9y","unknown","no","no","cellular","jul","mon",366,2,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,0
"15923",30,"admin.","married","unknown","no","no","no","cellular","jul","mon",234,11,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,0
"15924",46,"student","single","unknown","no","yes","no","telephone","jul","fri",279,4,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,1
"15925",36,"blue-collar","married","unknown","no","yes","no","cellular","apr","thu",466,4,999,0,"nonexistent",-1.8,93.075,-47.1,1.41,5099.1,0
"15926",43,"technician","married","basic.9y","unknown","yes","no","telephone","may","tue",202,3,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"15927",51,"technician","divorced","unknown","unknown","yes","no","cellular","jul","fri",102,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,0
"15928",38,"admin.","married","high.school","no","no","no","cellular","aug","wed",289,2,999,0,"nonexistent",-2.9,92.201,-31.4,0.879,5076.2,1
"15929",40,"services","married","high.school","no","yes","no","cellular","apr","mon",72,1,999,1,"failure",-1.8,93.075,-47.1,1.405,5099.1,0
"15930",44,"blue-collar","married","unknown","unknown","yes","no","telephone","may","tue",336,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"15931",33,"entrepreneur","single","professional.course","no","no","no","telephone","jul","mon",143,3,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,0
"15932",47,"blue-collar","married","unknown","unknown","yes","yes","telephone","may","thu",95,1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,0
"15933",39,"management","married","basic.4y","unknown","yes","no","telephone","may","thu",427,2,999,1,"failure",-1.8,92.893,-46.2,1.266,5099.1,0
"15934",58,"retired","married","professional.course","unknown","yes","no","cellular","aug","mon",410,4,999,0,"nonexistent",1.4,93.444,-36.1,4.97,5228.1,0
"15935",38,"services","married","basic.9y","no","yes","no","cellular","apr","thu",220,1,999,1,"failure",-1.8,93.075,-47.1,1.435,5099.1,0
"15936",39,"admin.","married","high.school","no","no","no","cellular","may","thu",76,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,0
"15937",36,"admin.","married","university.degree","no","yes","no","cellular","oct","wed",104,1,999,2,"failure",-3.4,92.431,-26.9,0.742,5017.5,0
"15938",45,"technician","married","university.degree","no","yes","no","cellular","nov","wed",770,1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,0
"15939",41,"admin.","married","high.school","no","yes","yes","telephone","may","thu",223,2,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,0
"15940",33,"management","married","high.school","unknown","yes","no","telephone","aug","mon",71,3,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,0
"15941",47,"self-employed","married","unknown","unknown","yes","no","telephone","may","fri",158,1,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,0
"15942",59,"entrepreneur","married","basic.4y","no","yes","no","cellular","jul","thu",82,3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,0
"15943",35,"blue-collar","married","high.school","unknown","yes","yes","telephone","jul","mon",281,3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,0
"15944",59,"admin.","divorced","basic.4y","unknown","yes","yes","cellular","jul","mon",745,6,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,1
"15945",50,"admin.","married","high.school","unknown","yes","no","telephone","may","wed",146,4,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,0
"15946",74,"retired","married","university.degree","no","yes","yes","cellular","aug","wed",232,3,999,0,"nonexistent",-2.9,92.201,-31.4,0.854,5076.2,1
"15947",36,"technician","single","professional.course","no","yes","no","cellular","apr","thu",218,1,2,2,"success",-1.8,93.075,-47.1,1.365,5099.1,1
"15948",31,"admin.","single","high.school","no","no","no","cellular","aug","tue",241,1,999,1,"failure",-1.7,94.027,-38.3,0.886,4991.6,0
"15949",37,"blue-collar","married","basic.9y","no","yes","no","cellular","apr","thu",218,1,999,1,"failure",-1.8,93.075,-47.1,1.41,5099.1,0
"15950",29,"admin.","divorced","university.degree","no","no","no","telephone","may","thu",101,2,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,0
"15951",41,"technician","divorced","high.school","no","no","no","cellular","aug","thu",82,2,999,0,"nonexistent",1.4,93.444,-36.1,4.962,5228.1,0
"15952",25,"unemployed","single","university.degree","no","yes","no","cellular","apr","thu",260,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099.1,1
"15953",36,"technician","married","professional.course","no","no","no","telephone","may","wed",1423,3,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,1
"15954",45,"admin.","married","university.degree","no","yes","no","cellular","aug","thu",77,9,999,0,"nonexistent",1.4,93.444,-36.1,4.962,5228.1,0
"15955",47,"technician","married","professional.course","no","no","no","cellular","aug","mon",428,2,999,0,"nonexistent",1.4,93.444,-36.1,4.97,5228.1,0
"15956",56,"blue-collar","married","basic.4y","unknown","no","no","telephone","jul","mon",36,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,0
"15957",25,"admin.","single","basic.9y","no","no","no","cellular","jul","thu",18,29,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,0
"15958",43,"blue-collar","married","basic.6y","unknown","yes","no","telephone","jun","mon",51,1,999,0,"nonexistent",1.4,94.465,-41.8,4.96,5228.1,0
"15959",44,"entrepreneur","married","high.school","no","no","no","cellular","aug","wed",70,1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,0
"15960",44,"admin.","single","professional.course","unknown","yes","no","cellular","may","tue",54,4,999,0,"nonexistent",-1.8,92.893,-46.2,1.344,5099.1,0
"15961",50,"technician","married","professional.course","no","no","no","telephone","jun","wed",462,2,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,0
"15962",31,"blue-collar","single","high.school","no","yes","no","cellular","mar","tue",272,1,999,0,"nonexistent",-1.8,92.843,-50,1.687,5099.1,1
"15963",24,"admin.","single","high.school","no","yes","no","cellular","apr","tue",255,1,999,1,"failure",-1.8,93.075,-47.1,1.423,5099.1,0
"15964",40,"housemaid","single","university.degree","no","yes","no","telephone","may","fri",237,3,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,0
"15965",31,"admin.","single","university.degree","no","no","no","telephone","jun","mon",104,1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,0
"15966",28,"management","single","basic.9y","no","yes","no","telephone","may","thu",166,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,0
"15967",75,"retired","married","unknown","no","no","no","cellular","sep","tue",191,1,999,1,"failure",-3.4,92.379,-29.8,0.788,5017.5,1
"15968",40,"admin.","married","high.school","no","no","no","cellular","nov","mon",53,1,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,0
"15969",62,"retired","divorced","university.degree","no","yes","no","telephone","oct","wed",129,3,999,0,"nonexistent",-3.4,92.431,-26.9,0.735,5017.5,0
"15970",44,"blue-collar","married","basic.4y","no","yes","no","telephone","may","fri",242,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"15971",46,"admin.","married","high.school","no","yes","no","telephone","jun","fri",7,3,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,0
"15972",79,"retired","married","high.school","no","yes","no","cellular","may","thu",196,2,999,0,"nonexistent",-1.8,93.876,-40,0.699,5008.7,0
"15973",25,"technician","single","university.degree","no","yes","no","cellular","jul","wed",259,3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,0
"15974",36,"admin.","married","high.school","no","yes","no","cellular","nov","thu",59,3,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,0
"15975",41,"admin.","single","university.degree","no","yes","no","cellular","jul","fri",706,9,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,0
"15976",32,"admin.","married","university.degree","no","yes","no","telephone","may","thu",151,5,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,0
"15977",33,"services","single","high.school","no","no","no","telephone","may","fri",777,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,1
"15978",26,"technician","single","professional.course","no","no","no","cellular","jul","thu",588,3,999,2,"failure",-1.7,94.215,-40.3,0.899,4991.6,1
"15979",44,"blue-collar","married","basic.9y","no","no","no","cellular","aug","thu",1056,1,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,1
"15980",46,"technician","married","professional.course","no","no","no","cellular","apr","tue",279,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.423,5099.1,1
"15981",51,"technician","married","university.degree","unknown","yes","no","cellular","jul","wed",65,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,0
"15982",38,"blue-collar","married","basic.4y","no","yes","no","telephone","may","thu",403,2,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,0
"15983",34,"admin.","single","basic.6y","no","no","no","cellular","apr","mon",28,5,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,0
"15984",41,"housemaid","married","basic.4y","unknown","yes","no","telephone","jul","thu",350,10,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,0
"15985",41,"entrepreneur","married","university.degree","no","yes","no","cellular","nov","tue",854,1,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,1
"15986",36,"blue-collar","married","basic.9y","no","no","no","cellular","apr","tue",129,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.423,5099.1,0
"15987",36,"entrepreneur","married","high.school","no","yes","no","telephone","nov","mon",104,1,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,0
"15988",49,"technician","married","university.degree","unknown","yes","no","cellular","jul","mon",333,2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,0
"15989",47,"entrepreneur","married","professional.course","no","unknown","unknown","cellular","may","mon",44,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.244,5099.1,0
"15990",40,"self-employed","married","professional.course","unknown","no","no","cellular","apr","tue",210,1,999,1,"failure",-1.8,93.075,-47.1,1.453,5099.1,0
"15991",33,"admin.","married","university.degree","no","yes","yes","cellular","jul","fri",217,3,999,0,"nonexistent",-1.7,94.215,-40.3,0.79,4991.6,1
"15992",31,"technician","single","professional.course","no","no","no","cellular","jul","thu",200,5,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,0
"15993",27,"technician","single","basic.9y","no","yes","no","telephone","apr","wed",523,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.445,5099.1,1
"15994",61,"admin.","married","university.degree","no","yes","yes","telephone","aug","wed",425,1,6,2,"success",-1.7,94.027,-38.3,0.903,4991.6,1
"15995",27,"blue-collar","single","basic.9y","no","no","no","telephone","jun","wed",298,2,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,0
"15996",32,"services","married","basic.4y","unknown","no","no","cellular","nov","thu",813,2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,0
"15997",35,"entrepreneur","divorced","professional.course","unknown","unknown","unknown","cellular","aug","tue",950,3,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,1
"15998",29,"management","single","university.degree","no","no","no","cellular","nov","wed",209,1,999,1,"failure",-0.1,93.2,-42,4.12,5195.8,0
"15999",40,"blue-collar","married","basic.6y","no","no","no","cellular","apr","fri",174,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,0
"16000",62,"retired","married","high.school","no","no","no","cellular","jul","tue",355,2,999,0,"nonexistent",-1.7,94.215,-40.3,0.876,4991.6,1
"16001",36,"unemployed","single","high.school","no","yes","no","cellular","sep","thu",225,1,3,1,"success",-1.1,94.199,-37.5,0.879,4963.6,1
"16002",49,"blue-collar","married","basic.4y","unknown","no","no","telephone","jun","fri",115,1,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,0
"16003",41,"blue-collar","married","basic.9y","no","no","yes","cellular","apr","fri",351,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,0
"16004",58,"retired","married","basic.4y","no","no","yes","cellular","jul","tue",52,1,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,0
"16005",45,"management","married","unknown","no","yes","no","cellular","apr","tue",379,3,7,1,"success",-1.8,93.749,-34.6,0.642,5008.7,1
"16006",28,"technician","single","professional.course","no","yes","yes","telephone","may","wed",43,1,999,1,"failure",-1.8,92.893,-46.2,1.281,5099.1,0
"16007",35,"blue-collar","married","high.school","no","yes","no","cellular","may","fri",130,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,0
"16008",28,"blue-collar","single","university.degree","no","unknown","unknown","cellular","sep","thu",744,1,999,0,"nonexistent",-1.1,94.199,-37.5,0.878,4963.6,1
"16009",34,"admin.","single","university.degree","no","no","no","cellular","aug","thu",161,3,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,0
"16010",34,"technician","married","professional.course","no","yes","no","cellular","nov","wed",107,2,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,0
"16011",43,"management","married","high.school","no","no","no","telephone","may","fri",172,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"16012",36,"self-employed","single","university.degree","no","no","no","cellular","oct","fri",480,1,999,0,"nonexistent",-3.4,92.431,-26.9,0.72,5017.5,1
"16013",34,"housemaid","single","high.school","no","no","no","cellular","may","wed",391,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,1
"16014",47,"admin.","married","high.school","unknown","no","yes","telephone","jul","thu",225,5,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,0
"16015",32,"technician","single","university.degree","no","no","no","cellular","aug","thu",83,3,999,0,"nonexistent",1.4,93.444,-36.1,4.962,5228.1,0
"16016",51,"blue-collar","married","basic.4y","unknown","no","no","telephone","may","thu",665,1,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,0
"16017",28,"blue-collar","single","high.school","no","yes","yes","cellular","apr","thu",268,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.483,5099.1,1
"16018",37,"unemployed","married","professional.course","no","yes","no","telephone","may","wed",123,1,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,0
"16019",77,"retired","married","basic.4y","no","no","no","cellular","aug","thu",318,1,9,4,"failure",-1.7,94.027,-38.3,0.904,4991.6,1
"16020",38,"technician","single","university.degree","no","no","no","telephone","jun","mon",127,6,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,0
"16021",25,"admin.","single","university.degree","no","yes","no","cellular","may","tue",228,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,1
"16022",46,"unemployed","married","basic.9y","no","yes","yes","cellular","jun","tue",1210,4,999,1,"failure",-2.9,92.963,-40.8,1.262,5076.2,1
"16023",78,"retired","married","professional.course","no","yes","no","cellular","nov","wed",103,1,999,0,"nonexistent",-3.4,92.649,-30.1,0.716,5017.5,0
"16024",31,"technician","single","unknown","no","no","yes","cellular","may","fri",7,6,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,0
"16025",30,"management","married","university.degree","no","no","yes","cellular","jul","wed",92,1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,0
"16026",27,"admin.","married","university.degree","no","yes","no","cellular","jul","fri",226,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,0
"16027",57,"admin.","married","high.school","no","yes","no","cellular","apr","tue",111,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.423,5099.1,1
"16028",47,"admin.","married","university.degree","no","yes","no","cellular","nov","thu",70,2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,0
"16029",35,"blue-collar","married","basic.4y","unknown","no","no","telephone","may","fri",25,14,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"16030",29,"admin.","single","university.degree","no","no","no","cellular","sep","tue",600,2,3,3,"success",-1.1,94.199,-37.5,0.88,4963.6,1
"16031",25,"housemaid","married","basic.9y","no","no","no","telephone","jun","fri",152,1,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,0
"16032",27,"technician","single","university.degree","no","yes","no","cellular","oct","wed",184,1,999,1,"failure",-1.1,94.601,-49.5,1.043,4963.6,1
"16033",33,"admin.","single","university.degree","no","yes","no","cellular","aug","mon",566,6,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,0
"16034",50,"blue-collar","married","basic.4y","unknown","no","yes","cellular","jul","tue",231,2,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,0
"16035",57,"retired","married","basic.9y","no","yes","yes","cellular","aug","tue",1223,4,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,1
"16036",36,"services","married","high.school","unknown","no","no","telephone","may","fri",358,4,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,0
"16037",49,"entrepreneur","married","high.school","no","no","no","cellular","may","tue",141,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.344,5099.1,0
"16038",30,"self-employed","married","basic.9y","no","no","no","telephone","may","tue",3094,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,1
"16039",29,"admin.","single","basic.9y","no","yes","no","cellular","may","mon",258,4,999,1,"failure",-1.8,92.893,-46.2,1.299,5099.1,0
"16040",41,"entrepreneur","married","university.degree","no","yes","no","telephone","may","wed",1138,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,1
"16041",52,"admin.","married","university.degree","no","yes","no","cellular","aug","mon",27,10,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,0
"16042",29,"services","single","university.degree","no","no","no","cellular","jul","fri",116,1,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,0
"16043",30,"self-employed","single","university.degree","no","yes","yes","cellular","jun","tue",106,4,999,0,"nonexistent",-2.9,92.963,-40.8,1.286,5076.2,0
"16044",40,"blue-collar","married","basic.9y","no","yes","no","cellular","nov","mon",70,1,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,0
"16045",41,"self-employed","married","university.degree","no","yes","no","cellular","apr","thu",884,1,999,1,"failure",-1.8,93.075,-47.1,1.41,5099.1,0
"16046",34,"housemaid","married","university.degree","no","no","no","cellular","jul","tue",132,1,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,0
"16047",32,"unknown","single","professional.course","no","yes","no","telephone","jul","thu",73,1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,0
"16048",37,"technician","married","professional.course","no","no","no","telephone","jun","thu",214,5,999,0,"nonexistent",1.4,94.465,-41.8,4.866,5228.1,0
"16049",39,"management","married","university.degree","no","yes","no","cellular","may","thu",162,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,0
"16050",25,"technician","single","high.school","no","yes","no","cellular","may","fri",581,3,999,2,"failure",-1.8,93.876,-40,0.699,5008.7,0
"16051",58,"unknown","married","high.school","unknown","no","no","cellular","jul","wed",258,2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,0
"16052",28,"admin.","single","high.school","no","no","no","cellular","jul","mon",259,3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,0
"16053",57,"management","divorced","professional.course","no","yes","no","cellular","nov","fri",849,1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,1
"16054",38,"blue-collar","married","basic.6y","no","no","no","telephone","jun","wed",37,1,999,0,"nonexistent",1.4,94.465,-41.8,4.962,5228.1,0
"16055",34,"management","single","university.degree","no","yes","yes","cellular","nov","thu",125,2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,0
"16056",32,"technician","single","professional.course","no","no","no","telephone","may","wed",245,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"16057",59,"retired","married","professional.course","unknown","yes","no","telephone","jun","fri",435,4,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,0
"16058",49,"blue-collar","married","basic.6y","no","yes","no","cellular","nov","fri",118,1,999,1,"failure",-0.1,93.2,-42,4.021,5195.8,0
"16059",73,"retired","divorced","high.school","no","yes","no","cellular","dec","tue",284,1,999,0,"nonexistent",-3,92.713,-33,0.707,5023.5,1
"16060",35,"technician","married","professional.course","no","no","no","telephone","may","wed",554,1,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,0
"16061",37,"admin.","single","university.degree","no","yes","no","cellular","jul","fri",271,2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,0
"16062",28,"admin.","single","university.degree","no","no","no","telephone","jun","fri",227,1,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,0
"16063",58,"admin.","married","university.degree","no","no","no","cellular","aug","mon",129,2,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,0
"16064",45,"admin.","married","high.school","no","no","no","telephone","jun","fri",48,5,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,0
"16065",32,"management","single","professional.course","no","no","no","cellular","may","tue",365,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,1
"16066",31,"self-employed","single","university.degree","no","no","no","cellular","nov","fri",906,1,999,1,"failure",-0.1,93.2,-42,4.021,5195.8,0
"16067",35,"entrepreneur","divorced","university.degree","no","no","no","cellular","nov","wed",56,4,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,0
"16068",22,"unemployed","single","high.school","no","yes","no","cellular","jul","thu",361,3,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,1
"16069",47,"admin.","divorced","university.degree","no","no","no","telephone","may","tue",196,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"16070",30,"admin.","single","university.degree","no","no","no","cellular","nov","thu",88,2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,0
"16071",30,"technician","unknown","university.degree","no","no","no","cellular","mar","mon",977,2,11,2,"success",-1.8,93.369,-34.8,0.639,5008.7,1
"16072",37,"services","divorced","high.school","unknown","yes","yes","cellular","apr","mon",92,1,999,1,"failure",-1.8,93.075,-47.1,1.405,5099.1,0
"16073",31,"blue-collar","single","unknown","no","no","no","cellular","apr","tue",424,2,999,2,"failure",-1.8,93.075,-47.1,1.423,5099.1,0
"16074",45,"management","married","university.degree","no","yes","no","telephone","jun","tue",134,7,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,0
"16075",33,"blue-collar","married","high.school","unknown","no","no","cellular","may","tue",272,5,999,1,"failure",-1.8,92.893,-46.2,1.291,5099.1,0
"16076",42,"admin.","married","university.degree","no","yes","no","cellular","aug","tue",576,1,4,1,"success",-2.9,92.201,-31.4,0.884,5076.2,1
"16077",48,"unemployed","married","university.degree","no","yes","no","cellular","nov","thu",60,1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,0
"16078",22,"technician","single","university.degree","no","yes","no","cellular","jun","fri",163,4,999,1,"failure",-2.9,92.963,-40.8,1.268,5076.2,1
"16079",55,"technician","divorced","professional.course","no","no","yes","cellular","aug","thu",388,1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,0
"16080",40,"admin.","divorced","university.degree","no","no","no","cellular","nov","tue",88,2,999,2,"failure",-3.4,92.649,-30.1,0.72,5017.5,0
"16081",54,"retired","divorced","basic.4y","unknown","yes","no","cellular","jul","tue",498,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,0
"16082",29,"blue-collar","single","basic.9y","no","yes","no","cellular","may","wed",427,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,0
"16083",34,"entrepreneur","married","professional.course","no","yes","no","cellular","jul","thu",94,2,999,0,"nonexistent",1.4,93.918,-42.7,4.958,5228.1,0
"16084",35,"blue-collar","married","basic.6y","unknown","yes","no","cellular","may","fri",746,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,0
"16085",36,"blue-collar","married","basic.4y","no","yes","no","cellular","may","tue",360,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,0
"16086",38,"technician","divorced","high.school","unknown","no","no","cellular","aug","wed",190,9,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,0
"16087",45,"unemployed","married","high.school","unknown","yes","no","telephone","may","fri",239,1,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,0
"16088",33,"admin.","married","university.degree","no","yes","no","cellular","aug","mon",702,1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,0
"16089",32,"admin.","married","university.degree","no","no","no","cellular","may","thu",57,4,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,0
"16090",30,"blue-collar","single","high.school","no","yes","no","telephone","may","thu",399,1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,0
"16091",27,"blue-collar","married","basic.6y","unknown","yes","no","telephone","jun","thu",75,2,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,0
"16092",37,"technician","married","professional.course","no","yes","no","telephone","may","tue",216,2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"16093",30,"admin.","single","high.school","no","yes","no","cellular","may","thu",284,7,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,0
"16094",55,"management","married","university.degree","no","yes","no","cellular","apr","fri",949,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,1
"16095",41,"admin.","married","basic.9y","unknown","yes","no","cellular","jul","fri",471,2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,0
"16096",31,"admin.","married","university.degree","no","no","yes","cellular","aug","tue",438,1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,0
